before_T_count,tket_after_T_count,tket_time,pyzx_after_T_count,pyzx_time,tmerge_after_T_count,tmerge_time
107,107,0.05436372756958008,99,0.09301996231079102,99,0.06720256805419922
107,107,0.05625104904174805,103,0.09439325332641602,103,0.02015829086303711
105,105,0.05074810981750488,81,0.07968831062316895,81,0.08712649345397949
107,107,0.05293464660644531,107,0.08926558494567871,107,0.010883331298828125
105,105,0.05466151237487793,103,0.10044503211975098,103,0.043813228607177734
105,93,0.0737297534942627,69,0.10402393341064453,69,0.09231925010681152
105,103,0.04911494255065918,103,0.08277702331542969,103,0.03342008590698242
107,91,0.06731176376342773,87,0.08937788009643555,87,0.11175727844238281
107,107,0.05034947395324707,107,0.08907389640808105,107,0.010991573333740234
107,105,0.08275866508483887,91,0.09954285621643066,91,0.14144062995910645
105,103,0.05345606803894043,95,0.09276723861694336,95,0.10932230949401855
107,99,0.0798959732055664,75,0.1126563549041748,75,0.12604808807373047
107,107,0.07919526100158691,99,0.10802555084228516,99,0.13028526306152344
107,107,0.053589582443237305,103,0.10410952568054199,103,0.08358001708984375
107,107,0.05174708366394043,105,0.09562540054321289,105,0.10854101181030273
107,107,0.0503087043762207,103,0.08419132232666016,103,0.09086322784423828
107,103,0.045326948165893555,103,0.0870208740234375,103,0.07990479469299316
107,105,0.05085635185241699,97,0.10777020454406738,97,0.16316843032836914
107,107,0.0520782470703125,99,0.0987856388092041,99,0.14871740341186523
107,107,0.04472231864929199,93,0.0955815315246582,93,0.14660096168518066
107,107,0.04590272903442383,105,0.08125543594360352,105,0.11963796615600586
107,103,0.054851531982421875,99,0.10196161270141602,99,0.16431021690368652
107,95,0.04709219932556152,79,0.09350228309631348,79,0.14365553855895996
105,105,0.047033071517944336,105,0.08532309532165527,105,0.050214529037475586
107,103,0.05287647247314453,103,0.09713006019592285,103,0.12755775451660156
105,105,0.05309462547302246,97,0.0941152572631836,97,0.15146923065185547
107,99,0.05097246170043945,85,0.09627938270568848,85,0.1407625675201416
105,105,0.05362534523010254,105,0.09369039535522461,105,0.05116415023803711
107,93,0.05046510696411133,73,0.09619355201721191,73,0.15499329566955566
107,103,0.04951620101928711,95,0.08697366714477539,95,0.15289664268493652
107,107,0.052152156829833984,101,0.0922248363494873,101,0.17191219329833984
107,101,0.05055856704711914,91,0.08070778846740723,91,0.1510469913482666
107,107,0.04910564422607422,101,0.08661365509033203,101,0.1726970672607422
107,107,0.05283379554748535,95,0.10848736763000488,95,0.1584622859954834
107,103,0.05693364143371582,99,0.09423494338989258,99,0.17276525497436523
103,103,0.05030989646911621,103,0.08256721496582031,103,0.08978128433227539
107,105,0.07466864585876465,99,0.09143948554992676,99,0.17499756813049316
105,105,0.05671119689941406,105,0.09246206283569336,105,0.09078049659729004
107,101,0.05364632606506348,95,0.09259152412414551,95,0.17073488235473633
107,107,0.08481502532958984,85,0.0906982421875,85,0.15447354316711426
107,105,0.07143664360046387,97,0.09877300262451172,97,0.14563655853271484
107,103,0.0567476749420166,99,0.10033774375915527,99,0.17368698120117188
107,107,0.04602193832397461,93,0.09539794921875,93,0.16940832138061523
103,101,0.05657315254211426,101,0.0901639461517334,101,0.12450742721557617
105,105,0.058595895767211914,85,0.11458683013916016,85,0.17718291282653809
105,97,0.05567502975463867,79,0.08859467506408691,79,0.17509794235229492
105,105,0.046747684478759766,97,0.09132647514343262,97,0.1667628288269043
107,103,0.05142998695373535,89,0.09676098823547363,89,0.1705787181854248
107,107,0.05650043487548828,99,0.10338592529296875,99,0.17139363288879395
103,97,0.05490398406982422,93,0.0870828628540039,93,0.16167330741882324
107,103,0.05847430229187012,99,0.10055208206176758,99,0.16853880882263184
107,107,0.08227682113647461,105,0.09111738204956055,105,0.12020349502563477
105,101,0.05011916160583496,97,0.07822823524475098,97,0.12366843223571777
107,103,0.08403253555297852,91,0.08532261848449707,91,0.1654670238494873
