fasttodd_after_T_count,fasttodd_ancilla_count,fasttodd_time
393,277,1154.4193096160889
393,276,1141.6426649093628
393,277,1150.889438867569
393,277,1143.5151076316833
393,279,1163.3728432655334
393,282,1210.3970186710358
393,282,1211.9310190677643
393,271,1090.6209042072296
393,279,1176.523715019226
393,271,1110.5048332214355
393,274,1123.1975209712982
393,274,1119.8945977687836
393,277,1157.6512205600739
393,277,1149.1602637767792
393,274,1096.8930747509003
393,276,1135.8236002922058
393,278,1161.2772669792175
393,278,1163.4270315170288
393,282,1196.3255581855774
393,272,1106.4670782089233
393,282,1206.4284691810608
393,281,1177.3102383613586
393,281,1176.629728794098
393,272,1095.265343427658
393,272,1100.3358561992645
393,280,1168.0306687355042
393,283,1211.934110403061
393,277,1155.9392971992493
393,278,1159.7042462825775
393,273,1109.9229447841644
393,274,1135.3232877254486
393,278,1171.8809986114502
393,278,1159.7858221530914
393,276,1134.1980612277985
393,277,1137.8369603157043
393,278,1173.1590270996094
393,275,1139.1382596492767
393,275,1135.8841145038605
393,279,1156.116153717041
393,273,1101.7576365470886
393,278,1173.419917345047
393,274,1113.1300387382507
393,278,1155.7352669239044
393,279,1179.9439828395844
393,280,1174.546083688736
393,274,1124.6791076660156
393,276,1138.4948372840881
393,278,1152.8361465930939
393,275,1128.6737744808197
393,274,1122.274566411972
393,282,1194.1960825920105
393,276,1142.877017736435
393,279,1171.654167175293
393,276,1108.6306602954865
393,280,1180.413053035736
393,280,1184.0331916809082
393,275,1136.366469860077
393,273,1131.1591184139252
393,282,1214.8235032558441
393,279,1174.857298374176
393,276,1159.287050485611
393,278,1174.1043000221252
393,273,1096.3331093788147
393,276,1144.426390171051
393,278,1156.587192773819
393,281,1186.3084297180176
393,273,1114.201839208603
393,275,1116.1938619613647
393,278,1165.1127500534058
393,275,1131.1083447933197
393,278,1144.4489827156067
393,277,1146.5368311405182
393,276,1138.5812964439392
393,276,1140.6319136619568
393,272,1097.458288192749
393,277,1155.4134092330933
393,276,1134.8117089271545
393,281,1206.570589542389
393,277,1160.6926317214966
393,280,1180.4452967643738
393,277,1137.8369064331055
393,282,1195.551719903946
393,274,1129.3473300933838
393,276,1143.855161190033
393,282,1213.1176459789276
393,279,1168.1278612613678
393,273,1091.271424293518
393,274,1124.1531174182892
393,275,1121.714385509491
393,279,1174.0979912281036
393,282,1186.2870831489563
393,277,1159.4409902095795
393,277,1168.112582206726
393,284,1212.366091966629
393,276,1133.4901039600372
393,270,1072.1096096038818
393,277,937.7155475616455
393,279,949.984833240509
393,275,913.115172624588
393,279,966.2567036151886
