fasttodd_after_T_count,fasttodd_ancilla_count,fasttodd_time
201,136,39.63909840583801
201,133,37.13635540008545
201,140,42.09507346153259
201,141,43.11512589454651
201,140,43.60593056678772
201,137,40.625227212905884
201,133,37.09116983413696
201,140,42.62353563308716
201,141,43.11378860473633
201,150,49.629191875457764
201,138,40.68337297439575
201,138,40.107102394104004
201,133,37.13888621330261
201,135,38.60325598716736
201,136,40.105725049972534
201,136,39.604737758636475
201,131,35.59140133857727
201,140,50.60131525993347
201,135,39.11113095283508
201,137,40.614497661590576
201,142,44.648895502090454
201,143,45.61251425743103
201,139,41.618833780288696
201,136,39.67343091964722
201,136,39.6084361076355
201,143,44.614646673202515
201,142,44.211586713790894
201,138,41.09740877151489
201,142,43.63248872756958
201,139,41.71048283576965
201,137,40.10928416252136
201,143,44.693506717681885
201,145,46.090776443481445
201,139,41.70899772644043
201,142,43.610069036483765
201,141,45.596962213516235
201,141,43.639583587646484
201,135,38.09862494468689
201,141,43.08882975578308
201,134,38.61280155181885
201,143,44.599299907684326
201,135,38.68878674507141
201,138,40.633681297302246
201,140,42.68708086013794
201,136,39.59714412689209
201,136,40.15461802482605
201,139,41.76004338264465
201,139,42.132495641708374
201,137,45.107688665390015
201,139,42.09753894805908
201,139,41.116814613342285
201,140,43.144848585128784
201,139,42.15386366844177
201,141,43.67611074447632
201,137,40.621845722198486
201,138,42.09251666069031
201,137,40.605772256851196
201,135,39.10625219345093
201,142,43.64217233657837
201,140,43.116957902908325
201,142,46.615280628204346
201,138,41.61020565032959
201,142,44.607625007629395
201,136,39.62680268287659
201,142,44.65577244758606
201,142,44.09863042831421
201,143,44.32255506515503
201,135,38.10625410079956
201,140,43.611382246017456
201,142,44.11380052566528
201,144,47.19778847694397
201,137,40.113831758499146
201,136,39.10210061073303
201,138,40.589524269104004
201,142,44.65643882751465
201,137,40.12079381942749
201,141,43.61300706863403
201,139,41.70939016342163
201,137,40.101806640625
201,136,39.14824986457825
201,131,35.10293650627136
201,136,41.64736366271973
201,139,46.114678144454956
201,137,40.11099410057068
201,139,41.60037279129028
201,143,44.60179567337036
201,136,40.117814779281616
201,140,43.11839723587036
201,138,40.667654514312744
201,140,43.112735748291016
201,141,44.16288900375366
201,137,40.14425849914551
201,141,43.66722583770752
201,139,41.75355052947998
201,139,41.59695267677307
201,138,41.61812973022461
201,144,39.0790753364563
201,138,35.04392695426941
201,136,32.5356650352478
201,141,36.541043519973755
