fasttodd_after_T_count,fasttodd_ancilla_count,fasttodd_time
289,206,250.15206360816956
289,207,253.87655544281006
289,202,239.16680908203125
289,204,245.59821772575378
289,203,243.21425104141235
289,205,249.7668333053589
289,203,242.13121008872986
289,199,232.78330373764038
289,200,232.33017015457153
289,202,240.09422183036804
289,206,251.02977442741394
289,199,229.71332955360413
289,207,253.892187833786
289,204,245.53118300437927
289,202,239.11112594604492
289,203,241.09428715705872
289,204,244.09007835388184
289,205,251.3178162574768
289,205,248.16975784301758
289,200,231.59953808784485
289,210,263.2949402332306
289,206,251.52114820480347
289,205,247.6954996585846
289,201,236.16086101531982
289,204,245.18407535552979
289,207,254.15138387680054
289,206,252.0275239944458
289,205,248.5615270137787
289,205,249.17883253097534
289,202,238.01683497428894
289,198,228.14645290374756
289,199,230.16252899169922
289,202,239.02791810035706
289,209,258.0539400577545
289,202,239.73789310455322
289,199,230.0350251197815
289,207,254.16860604286194
289,204,243.60381054878235
289,202,239.4927442073822
289,196,221.06095123291016
289,196,222.99657082557678
289,202,238.671715259552
289,201,236.556649684906
289,199,230.2431571483612
289,203,243.07180523872375
289,206,251.66642546653748
289,199,230.7515196800232
289,200,233.66269659996033
289,204,244.12853169441223
289,200,232.15419030189514
289,198,226.9962375164032
289,209,259.5602910518646
289,200,232.7687749862671
289,205,249.5184621810913
289,207,254.01564526557922
289,199,229.75117588043213
289,198,235.60735058784485
289,195,217.5135383605957
289,206,253.1725845336914
289,205,251.37324285507202
289,209,259.5875539779663
289,200,234.1404423713684
289,199,231.53574228286743
289,206,250.6877818107605
289,203,241.07470679283142
289,201,235.1226089000702
289,204,244.05104231834412
289,195,216.96897530555725
289,201,237.51773738861084
289,200,232.7406554222107
289,202,240.24794387817383
289,207,253.54403352737427
289,203,242.1243097782135
289,202,239.0713348388672
289,197,222.14751982688904
289,204,246.04010224342346
289,204,246.24681305885315
289,202,238.06183552742004
289,204,252.08359599113464
289,200,232.28718209266663
289,205,249.0415177345276
289,200,234.68673419952393
289,199,229.6547019481659
289,207,254.51737904548645
289,202,240.15654277801514
289,203,243.55474996566772
289,197,225.04231595993042
289,203,243.6644048690796
289,206,252.51672410964966
289,204,246.09956336021423
289,205,250.12011003494263
289,199,230.05015969276428
289,196,221.64312314987183
289,198,228.1575689315796
289,203,244.64613461494446
289,202,239.52011847496033
289,201,199.60404872894287
289,206,211.60525178909302
289,201,198.20355939865112
289,198,188.69085717201233
