fasttodd_after_T_count,fasttodd_ancilla_count,fasttodd_time
33,20,0.50341796875
33,19,1.003108263015747
33,21,1.0039517879486084
33,18,0.5025267601013184
33,16,0.5028188228607178
33,19,1.0029306411743164
33,18,1.002744436264038
33,18,1.0034775733947754
33,20,1.0033328533172607
33,18,0.50309157371521
33,17,0.5029158592224121
33,18,1.0028367042541504
33,18,1.002777099609375
33,18,1.0036792755126953
33,19,0.5029315948486328
33,18,1.0024943351745605
33,20,1.0028374195098877
33,20,0.5027346611022949
33,18,1.003014326095581
33,21,0.5027296543121338
33,20,0.5026111602783203
33,18,0.5028808116912842
33,19,0.5026841163635254
33,20,1.0030653476715088
33,19,0.5029721260070801
33,20,0.5029494762420654
33,18,1.0027868747711182
33,17,0.5028789043426514
33,18,0.5028717517852783
33,20,0.5030014514923096
33,19,0.5027439594268799
33,19,0.5029840469360352
33,20,0.5026564598083496
33,18,1.0035240650177002
33,20,1.0033481121063232
33,19,0.5030972957611084
33,20,0.503096342086792
33,18,1.0032474994659424
33,18,1.0031862258911133
33,20,1.003648281097412
33,18,1.0034523010253906
33,20,0.5027821063995361
33,19,1.0032069683074951
33,19,1.0030298233032227
33,16,1.0031440258026123
33,20,0.5030858516693115
33,17,1.0029447078704834
33,18,1.003026008605957
33,18,1.0029256343841553
33,17,1.0030841827392578
33,19,1.0030174255371094
33,19,1.0030646324157715
33,18,0.5029325485229492
33,18,1.0056822299957275
33,19,1.0031647682189941
33,20,1.00349760055542
33,19,1.0032684803009033
33,20,1.0041935443878174
33,21,1.003037691116333
33,18,1.0030410289764404
33,18,0.5030367374420166
33,21,0.5031323432922363
33,19,1.003159999847412
33,19,1.0029792785644531
33,19,1.0030198097229004
33,18,0.503070592880249
33,20,0.5028998851776123
33,21,1.0030488967895508
33,19,1.0035488605499268
33,19,1.0038268566131592
33,21,0.5035703182220459
33,18,1.0033442974090576
33,18,1.0032422542572021
33,20,1.0031914710998535
33,20,1.003671646118164
33,19,1.0039851665496826
33,22,1.0040826797485352
33,18,1.0034294128417969
33,20,1.0035932064056396
33,20,0.5047814846038818
33,21,1.0066957473754883
33,19,0.5035183429718018
33,18,1.0188357830047607
33,19,1.015963077545166
33,18,1.0131452083587646
33,19,1.0103187561035156
33,18,1.0109305381774902
33,17,1.004500150680542
33,18,1.010791301727295
33,20,1.0317156314849854
33,19,1.0291965007781982
33,21,1.029141902923584
33,18,1.0263562202453613
33,20,0.5168242454528809
33,19,0.5138595104217529
33,18,1.006234884262085
33,20,0.5027849674224854
33,19,0.502286434173584
33,18,0.5033273696899414
33,20,0.5025568008422852
